theorist,model_file_name,arch_file_name,num_graph_node,arch_weight_decay,num_params,num_edges,loss,validation loss
fair_darts,model_weights_fair_darts_v_1_wd_0.025_k_2_s_4.0_sample0_0,architecture_weights_fair_darts_v_1_wd_0.025_k_2_s_4.0_sample0_0,2,0.025,3,3,0.041273706,0.05262118
fair_darts,model_weights_fair_darts_v_1_wd_0.025_k_2_s_4.0_sample0_1,architecture_weights_fair_darts_v_1_wd_0.025_k_2_s_4.0_sample0_1,2,0.025,3,3,0.041243784,0.052651856
fair_darts,model_weights_fair_darts_v_1_wd_0.025_k_2_s_4.0_sample0_2,architecture_weights_fair_darts_v_1_wd_0.025_k_2_s_4.0_sample0_2,2,0.025,3,3,0.041292887,0.05260111
fair_darts,model_weights_fair_darts_v_1_wd_0.025_k_2_s_4.0_sample0_3,architecture_weights_fair_darts_v_1_wd_0.025_k_2_s_4.0_sample0_3,2,0.025,3,3,0.041406896,0.05254929
fair_darts,model_weights_fair_darts_v_1_wd_0.025_k_2_s_4.0_sample0_4,architecture_weights_fair_darts_v_1_wd_0.025_k_2_s_4.0_sample0_4,2,0.025,3,3,0.04140593,0.052502204
