theorist,model_file_name,arch_file_name,num_graph_node,arch_weight_decay,num_params,num_edges,loss,validation loss
original_darts,model_weights_original_darts_v_1_wd_0_k_1_s_6.0_sample0_0,architecture_weights_original_darts_v_1_wd_0_k_1_s_6.0_sample0_0,1,0,4,3,0.039982732,0.038370427
original_darts,model_weights_original_darts_v_1_wd_0_k_1_s_6.0_sample0_1,architecture_weights_original_darts_v_1_wd_0_k_1_s_6.0_sample0_1,1,0,4,3,0.028322246,0.028529167
original_darts,model_weights_original_darts_v_1_wd_0_k_1_s_6.0_sample0_2,architecture_weights_original_darts_v_1_wd_0_k_1_s_6.0_sample0_2,1,0,4,3,0.03836083,0.036335945
original_darts,model_weights_original_darts_v_1_wd_0_k_1_s_6.0_sample0_3,architecture_weights_original_darts_v_1_wd_0_k_1_s_6.0_sample0_3,1,0,4,3,0.015440513,0.019480944
original_darts,model_weights_original_darts_v_1_wd_0_k_1_s_6.0_sample0_4,architecture_weights_original_darts_v_1_wd_0_k_1_s_6.0_sample0_4,1,0,4,3,0.046145245,0.045513168
