theorist,model_file_name,arch_file_name,num_graph_node,arch_weight_decay,num_params,num_edges,loss,validation loss
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample0_0,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample0_0,2,0.025,3,0,0.05155597,0.051987104
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample0_1,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample0_1,2,0.025,3,0,0.051741004,0.05230166
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample0_2,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample0_2,2,0.025,3,0,0.051517367,0.051856503
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample0_3,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample0_3,2,0.025,3,0,0.051553592,0.05198187
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample0_4,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample0_4,2,0.025,3,0,0.051562484,0.05180206
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample1_0,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample1_0,2,0.025,6,5,0.026463784,0.031393405
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample1_1,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample1_1,2,0.025,6,5,0.026204715,0.031161193
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample1_2,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample1_2,2,0.025,6,5,0.025969572,0.030895902
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample1_3,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample1_3,2,0.025,6,5,0.025686674,0.030580278
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample1_4,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample1_4,2,0.025,6,5,0.025777001,0.030557714
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample2_0,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample2_0,2,0.025,8,7,0.013797483,0.01378488
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample2_1,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample2_1,2,0.025,8,7,0.013972544,0.014028027
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample2_2,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample2_2,2,0.025,8,7,0.023038749,0.026373364
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample2_3,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample2_3,2,0.025,8,7,0.013563694,0.013253948
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample2_4,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_4.0_sample2_4,2,0.025,8,7,0.013629636,0.013655782
