,source_voltage,voltage0
0,897.6995199918747,7
1,3999.999999,607
2,1.000000013351432e-06,2
3,3999.999999,608
4,1.000000013351432e-06,2
5,3999.999999,609
6,1.000000013351432e-06,2
7,3999.999999,609
8,529.7380685806273,5
9,2026.9693434238434,87
10,931.6442906856537,7
11,3185.7776641845703,398
12,3999.999999,609
13,1.000000013351432e-06,2
14,1.000000013351432e-06,2
15,2979.692220687866,342
16,902.1741896867752,7
17,2149.999886751175,119
18,3999.999999,609
19,3999.999999,610
