,x1_lca,x2_lca,x3_lca,dx1_lca
0,0.7142857142857142,1.0,-0.4285714285714286,-0.34285715222358704
1,-1.0,-0.7142857142857143,-1.0,0.4000000059604645
2,0.4285714285714284,-0.1428571428571429,0.1428571428571428,-0.11428572237491608
3,-0.1428571428571429,0.1428571428571428,-0.7142857142857143,0.02857143059372902
4,0.7142857142857142,-1.0,0.1428571428571428,-0.17142857611179352
5,1.0,0.7142857142857142,0.7142857142857142,-0.485714316368103
6,1.0,-0.7142857142857143,0.4285714285714284,-0.2857142984867096
7,-0.7142857142857143,0.4285714285714284,0.7142857142857142,0.05714285373687744
8,-0.4285714285714286,0.1428571428571428,0.1428571428571428,0.11428571492433548
9,-0.4285714285714286,-0.1428571428571429,1.0,-0.02857142686843872
10,0.4285714285714284,0.1428571428571428,-1.0,-0.11428572237491608
11,0.4285714285714284,0.1428571428571428,0.7142857142857142,-0.2571428716182709
12,0.1428571428571428,-0.4285714285714286,0.7142857142857142,-0.17142857611179352
13,-1.0,-0.7142857142857143,-0.1428571428571429,0.4000000059604645
14,-1.0,-0.1428571428571429,-1.0,0.4000000059604645
15,1.0,-1.0,0.7142857142857142,-0.34285715222358704
16,0.7142857142857142,-0.4285714285714286,-0.4285714285714286,-0.1428571492433548
17,0.7142857142857142,1.0,0.7142857142857142,-0.485714316368103
18,0.4285714285714284,0.1428571428571428,0.1428571428571428,-0.1428571492433548
19,0.1428571428571428,1.0,-0.4285714285714286,-0.22857142984867096
20,0.7142857142857142,0.1428571428571428,-0.4285714285714286,-0.17142857611179352
21,1.0,-0.1428571428571429,-0.7142857142857143,-0.20000000298023224
22,-0.7142857142857143,-0.7142857142857143,0.7142857142857142,0.1428571492433548
23,1.0,0.7142857142857142,-1.0,-0.34285715222358704
24,0.1428571428571428,-0.7142857142857143,-0.1428571428571429,-0.02857143059372902
25,-1.0,0.7142857142857142,-0.7142857142857143,0.2571428418159485
26,0.7142857142857142,-0.7142857142857143,-0.7142857142857143,-0.1428571492433548
27,0.1428571428571428,0.1428571428571428,0.4285714285714284,-0.1428571492433548
28,-0.7142857142857143,0.7142857142857142,-1.0,0.1428571492433548
29,-0.1428571428571429,0.7142857142857142,0.7142857142857142,-0.22857144474983215
30,1.0,0.1428571428571428,-0.7142857142857143,-0.22857142984867096
31,-0.7142857142857143,0.4285714285714284,-0.1428571428571429,0.20000001788139343
32,0.7142857142857142,0.1428571428571428,-0.7142857142857143,-0.17142857611179352
33,-0.7142857142857143,-0.7142857142857143,0.1428571428571428,0.2571428716182709
34,-1.0,0.7142857142857142,-0.4285714285714286,0.2571428418159485
35,0.7142857142857142,0.1428571428571428,0.1428571428571428,-0.20000001788139343
36,-0.7142857142857143,-0.1428571428571429,0.7142857142857142,0.1428571492433548
37,-0.7142857142857143,0.1428571428571428,-1.0,0.2571428716182709
38,-1.0,-0.1428571428571429,-0.1428571428571429,0.4000000059604645
39,-0.7142857142857143,-0.7142857142857143,-1.0,0.2857142984867096
40,0.7142857142857142,0.7142857142857142,-0.4285714285714286,-0.2857142984867096
41,-0.1428571428571429,1.0,-0.4285714285714286,-0.1428571343421936
42,0.1428571428571428,-0.7142857142857143,0.4285714285714284,-0.11428572237491608
43,0.1428571428571428,0.1428571428571428,0.1428571428571428,-0.08571429550647736
44,-1.0,-1.0,-0.7142857142857143,0.4000000059604645
45,1.0,0.4285714285714284,0.7142857142857142,-0.4285714626312256
46,0.1428571428571428,0.7142857142857142,-0.1428571428571429,-0.17142857611179352
47,0.4285714285714284,1.0,0.1428571428571428,-0.3142857253551483
48,-0.7142857142857143,-1.0,-0.4285714285714286,0.2857142984867096
49,0.4285714285714284,-0.7142857142857143,-1.0,-0.08571428805589676
50,0.4285714285714284,-1.0,-1.0,-0.08571428805589676
51,-0.4285714285714286,-1.0,0.4285714285714284,0.08571428805589676
52,0.7142857142857142,0.4285714285714284,-0.7142857142857143,-0.22857144474983215
53,0.4285714285714284,-0.7142857142857143,0.7142857142857142,-0.22857144474983215
54,0.4285714285714284,-1.0,0.4285714285714284,-0.17142857611179352
55,-1.0,1.0,-0.1428571428571429,0.20000000298023224
56,1.0,1.0,0.7142857142857142,-0.5428571701049805
57,1.0,-0.1428571428571429,-1.0,-0.20000000298023224
58,-1.0,0.7142857142857142,0.7142857142857142,0.11428570747375488
59,-0.7142857142857143,0.1428571428571428,0.4285714285714284,0.17142857611179352
60,-0.1428571428571429,0.7142857142857142,-0.1428571428571429,-0.08571428805589676
61,1.0,1.0,-0.7142857142857143,-0.4000000059604645
62,0.4285714285714284,-0.1428571428571429,1.0,-0.2857142984867096
63,-1.0,-1.0,-1.0,0.4000000059604645
64,-0.1428571428571429,-0.7142857142857143,1.0,-0.1428571343421936
65,-0.4285714285714286,-0.4285714285714286,-0.1428571428571429,0.17142857611179352
66,-0.4285714285714286,-0.7142857142857143,0.4285714285714284,0.08571428805589676
67,-1.0,0.4285714285714284,0.1428571428571428,0.2857142686843872
68,-0.1428571428571429,0.7142857142857142,-0.7142857142857143,-0.08571428805589676
69,-1.0,-0.4285714285714286,0.4285714285714284,0.3142857253551483
70,-0.1428571428571429,-0.1428571428571429,-0.7142857142857143,0.05714286118745804
71,1.0,0.4285714285714284,0.1428571428571428,-0.3142857253551483
72,-0.4285714285714286,1.0,0.4285714285714284,-0.11428572237491608
73,-1.0,1.0,1.0,0.0
74,-0.7142857142857143,0.7142857142857142,-0.4285714285714286,0.1428571492433548
75,-1.0,0.7142857142857142,-0.1428571428571429,0.2571428418159485
76,-0.1428571428571429,-0.4285714285714286,0.7142857142857142,-0.08571428805589676
77,-0.7142857142857143,-0.7142857142857143,-0.1428571428571429,0.2857142984867096
78,1.0,-0.4285714285714286,-0.4285714285714286,-0.20000000298023224
79,0.7142857142857142,-0.7142857142857143,1.0,-0.34285715222358704
80,0.1428571428571428,0.1428571428571428,0.7142857142857142,-0.20000000298023224
81,0.4285714285714284,0.7142857142857142,-1.0,-0.22857144474983215
82,1.0,0.4285714285714284,-1.0,-0.2857142984867096
83,0.4285714285714284,-1.0,-0.7142857142857143,-0.08571428805589676
84,-1.0,0.1428571428571428,1.0,0.17142856121063232
85,1.0,0.4285714285714284,1.0,-0.485714316368103
86,1.0,0.7142857142857142,0.1428571428571428,-0.37142857909202576
87,-0.7142857142857143,-0.4285714285714286,-0.7142857142857143,0.2857142984867096
88,-0.7142857142857143,-0.1428571428571429,-1.0,0.2857142984867096
89,0.1428571428571428,0.1428571428571428,-0.7142857142857143,-0.05714286118745804
90,-0.7142857142857143,-0.1428571428571429,-0.4285714285714286,0.2857142984867096
91,1.0,0.7142857142857142,-0.4285714285714286,-0.34285715222358704
92,-0.7142857142857143,-1.0,-0.1428571428571429,0.2857142984867096
93,0.1428571428571428,0.4285714285714284,-1.0,-0.11428572237491608
94,-0.4285714285714286,0.4285714285714284,-1.0,0.08571428805589676
95,-0.7142857142857143,0.1428571428571428,-0.1428571428571429,0.2571428716182709
96,-0.4285714285714286,0.4285714285714284,0.4285714285714284,0.0
97,0.4285714285714284,0.4285714285714284,0.4285714285714284,-0.2571428716182709
98,0.1428571428571428,-0.4285714285714286,-0.1428571428571429,-0.02857143059372902
99,0.4285714285714284,1.0,1.0,-0.48571428656578064
100,-0.1428571428571429,-1.0,-0.7142857142857143,0.05714286118745804
101,-0.7142857142857143,1.0,-0.1428571428571429,0.08571429550647736
102,-0.7142857142857143,-0.4285714285714286,-1.0,0.2857142984867096
103,-0.4285714285714286,0.4285714285714284,1.0,-0.11428572237491608
104,-0.1428571428571429,-1.0,-0.4285714285714286,0.05714286118745804
105,1.0,0.7142857142857142,-0.7142857142857143,-0.34285715222358704
106,1.0,-1.0,0.4285714285714284,-0.2857142984867096
107,1.0,-0.1428571428571429,0.7142857142857142,-0.34285715222358704
108,-0.1428571428571429,-1.0,1.0,-0.1428571343421936
109,-0.1428571428571429,-0.4285714285714286,-0.7142857142857143,0.05714286118745804
110,0.1428571428571428,-1.0,-1.0,-0.02857143059372902
111,0.7142857142857142,-0.7142857142857143,-0.4285714285714286,-0.1428571492433548
112,0.7142857142857142,-0.4285714285714286,-0.1428571428571429,-0.1428571492433548
113,-0.4285714285714286,-1.0,-1.0,0.17142857611179352
114,1.0,-0.1428571428571429,1.0,-0.4000000059604645
115,-0.4285714285714286,-0.7142857142857143,-0.7142857142857143,0.17142857611179352
116,-0.7142857142857143,-0.1428571428571429,-0.1428571428571429,0.2857142984867096
117,-0.4285714285714286,-0.4285714285714286,-1.0,0.17142857611179352
118,-0.4285714285714286,-1.0,-0.1428571428571429,0.17142857611179352
119,-0.1428571428571429,-0.4285714285714286,0.4285714285714284,-0.02857142686843872
120,-0.1428571428571429,0.7142857142857142,-1.0,-0.08571428805589676
121,0.7142857142857142,-0.1428571428571429,-0.7142857142857143,-0.1428571492433548
122,-0.4285714285714286,-1.0,-0.4285714285714286,0.17142857611179352
123,-0.7142857142857143,1.0,-1.0,0.08571429550647736
124,0.7142857142857142,1.0,-0.7142857142857143,-0.34285715222358704
125,1.0,-0.1428571428571429,-0.1428571428571429,-0.20000000298023224
126,1.0,-0.1428571428571429,0.1428571428571428,-0.22857142984867096
127,1.0,-0.7142857142857143,-0.4285714285714286,-0.20000000298023224
128,-0.1428571428571429,0.4285714285714284,-0.7142857142857143,-0.02857142686843872
129,-0.1428571428571429,1.0,-0.7142857142857143,-0.1428571343421936
130,1.0,0.1428571428571428,0.4285714285714284,-0.3142857253551483
131,-0.7142857142857143,0.7142857142857142,0.4285714285714284,0.05714285373687744
132,1.0,-1.0,1.0,-0.4000000059604645
133,-1.0,0.4285714285714284,-1.0,0.3142857253551483
134,1.0,0.1428571428571428,0.1428571428571428,-0.2571428716182709
135,0.7142857142857142,-0.1428571428571429,-0.1428571428571429,-0.1428571492433548
136,0.4285714285714284,1.0,-0.7142857142857143,-0.2857142984867096
137,-1.0,0.7142857142857142,0.1428571428571428,0.22857142984867096
138,0.7142857142857142,0.1428571428571428,-1.0,-0.17142857611179352
139,-0.7142857142857143,1.0,0.7142857142857142,-0.05714285373687744
140,-1.0,0.4285714285714284,-0.7142857142857143,0.3142857253551483
141,0.7142857142857142,0.7142857142857142,0.4285714285714284,-0.37142860889434814
142,0.1428571428571428,-0.7142857142857143,0.7142857142857142,-0.17142857611179352
143,0.4285714285714284,0.4285714285714284,-0.4285714285714286,-0.17142857611179352
144,0.4285714285714284,0.7142857142857142,0.4285714285714284,-0.3142857253551483
145,-0.1428571428571429,1.0,1.0,-0.34285715222358704
146,0.7142857142857142,-0.4285714285714286,0.7142857142857142,-0.2857142984867096
147,-1.0,-0.1428571428571429,-0.4285714285714286,0.4000000059604645
148,0.7142857142857142,0.1428571428571428,0.4285714285714284,-0.2571428716182709
149,-0.4285714285714286,0.1428571428571428,-0.7142857142857143,0.1428571492433548
150,-1.0,0.1428571428571428,-0.4285714285714286,0.37142857909202576
151,0.7142857142857142,1.0,0.1428571428571428,-0.37142860889434814
152,0.1428571428571428,0.7142857142857142,0.1428571428571428,-0.20000000298023224
153,-0.4285714285714286,0.1428571428571428,-0.1428571428571429,0.1428571492433548
154,0.7142857142857142,1.0,-0.1428571428571429,-0.34285715222358704
155,0.7142857142857142,0.7142857142857142,-1.0,-0.2857142984867096
156,0.1428571428571428,-0.7142857142857143,0.1428571428571428,-0.05714286118745804
157,1.0,0.7142857142857142,0.4285714285714284,-0.4285714626312256
158,0.1428571428571428,1.0,0.7142857142857142,-0.37142857909202576
159,1.0,-0.4285714285714286,-0.1428571428571429,-0.20000000298023224
160,-1.0,0.1428571428571428,0.1428571428571428,0.34285715222358704
161,0.7142857142857142,-0.1428571428571429,0.1428571428571428,-0.17142857611179352
162,-0.1428571428571429,1.0,-1.0,-0.1428571343421936
163,0.1428571428571428,-1.0,0.1428571428571428,-0.05714286118745804
164,1.0,-0.7142857142857143,-0.1428571428571429,-0.20000000298023224
165,0.1428571428571428,-0.4285714285714286,0.1428571428571428,-0.05714286118745804
166,-0.4285714285714286,1.0,-0.7142857142857143,-0.02857142686843872
167,-1.0,-0.7142857142857143,-0.4285714285714286,0.4000000059604645
168,-0.7142857142857143,-0.7142857142857143,-0.7142857142857143,0.2857142984867096
169,0.7142857142857142,1.0,0.4285714285714284,-0.4285714626312256
170,-0.1428571428571429,-0.4285714285714286,-0.4285714285714286,0.05714286118745804
171,-0.4285714285714286,-0.7142857142857143,1.0,-0.02857142686843872
172,-0.7142857142857143,1.0,-0.7142857142857143,0.08571429550647736
173,-1.0,-1.0,1.0,0.20000000298023224
174,0.1428571428571428,-0.1428571428571429,0.1428571428571428,-0.05714286118745804
175,0.4285714285714284,-0.7142857142857143,1.0,-0.2857142984867096
176,-0.4285714285714286,1.0,-0.1428571428571429,-0.02857142686843872
177,-0.1428571428571429,-0.1428571428571429,1.0,-0.1428571343421936
178,0.7142857142857142,-1.0,0.4285714285714284,-0.22857144474983215
179,0.7142857142857142,0.1428571428571428,1.0,-0.37142860889434814
180,0.7142857142857142,1.0,-1.0,-0.34285715222358704
181,0.4285714285714284,1.0,-0.4285714285714286,-0.2857142984867096
182,0.4285714285714284,-0.7142857142857143,-0.1428571428571429,-0.08571428805589676
183,0.7142857142857142,0.4285714285714284,-1.0,-0.22857144474983215
184,0.1428571428571428,0.7142857142857142,-0.7142857142857143,-0.17142857611179352
185,0.7142857142857142,-0.1428571428571429,0.4285714285714284,-0.22857144474983215
186,0.1428571428571428,-0.1428571428571429,0.7142857142857142,-0.17142857611179352
187,0.1428571428571428,-0.1428571428571429,1.0,-0.22857142984867096
188,0.1428571428571428,-1.0,0.7142857142857142,-0.17142857611179352
189,0.1428571428571428,-1.0,-0.7142857142857143,-0.02857143059372902
190,-0.1428571428571429,1.0,0.7142857142857142,-0.2857142984867096
191,0.4285714285714284,0.7142857142857142,1.0,-0.4285714328289032
192,-0.4285714285714286,0.1428571428571428,0.7142857142857142,0.0
193,-1.0,0.4285714285714284,0.7142857142857142,0.17142856121063232
194,-0.4285714285714286,0.7142857142857142,0.7142857142857142,-0.11428572237491608
195,1.0,0.4285714285714284,-0.7142857142857143,-0.2857142984867096
196,-1.0,1.0,-0.7142857142857143,0.20000000298023224
197,0.1428571428571428,-0.7142857142857143,-1.0,-0.02857143059372902
198,0.4285714285714284,-0.7142857142857143,-0.4285714285714286,-0.08571428805589676
199,1.0,0.1428571428571428,-0.4285714285714286,-0.22857142984867096
200,1.0,-0.4285714285714286,-0.7142857142857143,-0.20000000298023224
201,0.4285714285714284,-0.1428571428571429,-0.7142857142857143,-0.08571428805589676
202,1.0,-1.0,-0.4285714285714286,-0.20000000298023224
203,1.0,0.7142857142857142,-0.1428571428571429,-0.34285715222358704
204,0.7142857142857142,0.7142857142857142,0.1428571428571428,-0.3142857253551483
205,1.0,0.4285714285714284,0.4285714285714284,-0.37142857909202576
206,0.4285714285714284,1.0,-1.0,-0.2857142984867096
207,0.7142857142857142,0.4285714285714284,0.4285714285714284,-0.3142857253551483
208,0.4285714285714284,-1.0,0.1428571428571428,-0.11428572237491608
209,0.4285714285714284,-0.4285714285714286,-0.7142857142857143,-0.08571428805589676
210,0.7142857142857142,-0.4285714285714286,1.0,-0.34285715222358704
211,-1.0,-1.0,0.4285714285714284,0.3142857253551483
212,0.7142857142857142,0.7142857142857142,-0.7142857142857143,-0.2857142984867096
213,0.1428571428571428,-0.1428571428571429,-1.0,-0.02857143059372902
214,-0.7142857142857143,-1.0,1.0,0.08571429550647736
215,-0.7142857142857143,0.1428571428571428,-0.7142857142857143,0.2571428716182709
216,-0.7142857142857143,-0.1428571428571429,0.4285714285714284,0.20000001788139343
217,0.4285714285714284,0.4285714285714284,1.0,-0.37142857909202576
218,-0.4285714285714286,0.1428571428571428,1.0,-0.057142868638038635
219,-0.7142857142857143,-1.0,-0.7142857142857143,0.2857142984867096
220,0.7142857142857142,-1.0,-0.4285714285714286,-0.1428571492433548
221,-0.1428571428571429,-1.0,0.7142857142857142,-0.08571428805589676
222,0.4285714285714284,0.7142857142857142,0.7142857142857142,-0.37142857909202576
223,-0.1428571428571429,-0.1428571428571429,0.1428571428571428,0.02857143059372902
224,-0.4285714285714286,-0.1428571428571429,0.1428571428571428,0.1428571492433548
225,-0.1428571428571429,-0.7142857142857143,-0.4285714285714286,0.05714286118745804
226,-0.4285714285714286,-0.1428571428571429,-0.4285714285714286,0.17142857611179352
227,-1.0,-0.4285714285714286,1.0,0.20000000298023224
228,0.4285714285714284,-0.4285714285714286,-0.1428571428571429,-0.08571428805589676
229,1.0,0.4285714285714284,-0.1428571428571429,-0.2857142984867096
230,0.7142857142857142,-1.0,-1.0,-0.1428571492433548
231,1.0,0.1428571428571428,-1.0,-0.22857142984867096
232,0.7142857142857142,-0.1428571428571429,-1.0,-0.1428571492433548
233,0.4285714285714284,0.1428571428571428,-0.1428571428571429,-0.11428572237491608
234,-0.1428571428571429,1.0,0.1428571428571428,-0.1714285910129547
235,0.7142857142857142,-0.7142857142857143,0.7142857142857142,-0.2857142984867096
236,-0.4285714285714286,1.0,0.1428571428571428,-0.057142868638038635
237,0.7142857142857142,-0.7142857142857143,0.1428571428571428,-0.17142857611179352
238,-0.4285714285714286,-0.4285714285714286,0.7142857142857142,0.02857142686843872
