source_voltage
897.6995199918747
3999.999999
1.000000013351432e-06
3999.999999
1.000000013351432e-06
3999.999999
1.000000013351432e-06
3999.999999
529.7380685806274
2026.9693434238434
931.6442906856537
3185.7776641845703
3999.999999
1.000000013351432e-06
1.000000013351432e-06
2979.692220687866
902.1741896867752
2149.999886751175
3999.999999
3999.999999
