source_voltage
3999.999999
1.000000013351432e-06
3999.999999
3999.999999
2329.3480277061462
3999.999999
1862.761676311493
1046.3658720254898
1862.761676311493
775.1554995775223
3999.999999
3999.999999
1.000000013351432e-06
3999.999999
3999.999999
1393.178105354309
3999.999999
1596.8053042888641
3999.999999
1862.761676311493
