theorist,model_file_name,arch_file_name,num_graph_node,arch_weight_decay,num_params,num_edges,loss,validation loss
random_darts,model_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample0_0,architecture_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample0_0,2,0,3,0,0.057433136,0.051901102
random_darts,model_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample0_1,architecture_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample0_1,2,0,3,0,0.056402616,0.051547587
random_darts,model_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample0_2,architecture_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample0_2,2,0,3,0,0.056959093,0.051720846
random_darts,model_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample0_3,architecture_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample0_3,2,0,3,0,0.056787055,0.051662255
random_darts,model_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample0_4,architecture_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample0_4,2,0,3,0,0.05603568,0.05146444
random_darts,model_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample1_0,architecture_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample1_0,2,0,6,5,0.0071262117,0.008426877
random_darts,model_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample1_1,architecture_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample1_1,2,0,6,5,0.007151999,0.008502962
random_darts,model_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample1_2,architecture_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample1_2,2,0,6,5,0.0071783294,0.008485081
random_darts,model_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample1_3,architecture_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample1_3,2,0,6,5,0.0070528546,0.008610886
random_darts,model_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample1_4,architecture_weights_random_darts_v_1_wd_0_k_2_s_9.0_sample1_4,2,0,6,5,0.0071361186,0.008600269
