theorist,model_file_name,arch_file_name,num_graph_node,arch_weight_decay,num_params,num_edges,loss,BIC,validation loss
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample0_0,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample0_0,3,0,4,0,0.2870151,7279.589,0.13189654
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample0_1,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample0_1,3,0,4,0,0.28603226,7275.826,0.13170947
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample0_2,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample0_2,3,0,4,0,0.28393167,7266.3667,0.1313143
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample0_3,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample0_3,3,0,4,0,0.2830492,7263.083,0.13115016
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample0_4,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample0_4,3,0,4,0,0.28667656,7278.4067,0.13183194
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample1_0,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample1_0,3,0,9,7,6.2574295e-06,4482.8203,8.2802335e-06
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample1_1,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample1_1,3,0,9,7,2.6444036e-06,4481.999,2.7683384e-06
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample1_2,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample1_2,3,0,9,7,1.693169e-05,4482.9966,1.5110576e-05
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample1_3,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample1_3,3,0,9,7,1.5573609e-05,4485.803,4.695639e-05
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample1_4,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample1_4,3,0,9,7,5.8328496e-06,4482.4263,5.8123674e-06
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample2_0,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample2_0,3,0,10,8,0.0026528712,4563.3467,0.00239599
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample2_1,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample2_1,3,0,10,8,0.00015015663,4497.6733,0.0003445081
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample2_2,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample2_2,3,0,10,8,3.99834e-06,4491.5557,4.3538865e-05
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample2_3,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample2_3,3,0,10,8,0.00071697537,4504.696,0.0005101815
random_darts,model_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample2_4,architecture_weights_random_darts_v_1_wd_0_k_3_s_8.0_sample2_4,3,0,10,8,0.23575743,6297.838,0.083084434
