theorist,model_file_name,arch_file_name,num_graph_node,arch_weight_decay,num_params,num_edges,loss,BIC,validation loss
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample0_0,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample0_0,2,0.025,3,0,0.29284468,7352.8667,0.12948084
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample0_1,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample0_1,2,0.025,3,0,0.28971583,7337.027,0.12869918
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample0_2,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample0_2,2,0.025,3,0,0.28722486,7324.8936,0.12808634
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample0_3,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample0_3,2,0.025,3,0,0.28917181,7334.694,0.12856463
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample0_4,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample0_4,2,0.025,3,0,0.29144347,7345.911,0.12912919
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample1_0,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample1_0,2,0.025,6,4,3.5178389e-06,4457.2446,8.199891e-06
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample1_1,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample1_1,2,0.025,6,4,0.057699744,5280.5186,0.028157441
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample1_2,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample1_2,2,0.025,6,4,7.022353e-06,4456.859,6.481315e-06
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample1_3,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample1_3,2,0.025,6,4,5.716963e-06,4456.9263,6.2704758e-06
random_darts,model_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample1_4,architecture_weights_random_darts_v_1_wd_0.025_k_2_s_9.0_sample1_4,2,0.025,6,4,6.0319606e-05,4458.292,4.9209564e-05
